mal_id,Title,English Title,Japanese Title,Episodes,Release Year,Status,Air Date,Genres,Themes,Demographics,Studio,Producers,Synopsis,Rating,Voters,Popularity,Rank,Members,Favorites,Content Rating,Source,Duration,URL,Image URL
41025,Fumetsu no Anata e,To Your Eternity,不滅のあなたへ,20,2021,Finished Airing,"Apr 12, 2021 to Aug 30, 2021","Adventure, Drama, Supernatural",N/A,Shounen,Brain's Base,"NHK, NHK Enterprises","An Orb, known only as It, is cast to Earth to be observed from afar. Capable of changing forms from beings whose reflections It captures, It first becomes a rock and then, due to the rising temperature, moss.

It does not move until one snowy day, a wolf at death's door barely crosses by. When It takes the animal's form, It attains awareness of its consciousness and starts to wander with an unclear destination in mind. Soon, It comes across the wolf's master—a young boy waiting for his tribe to return from a paradise abundant with fish and fruit in the south. Although the boy is lonely, he still hopes those whom he holds dear in his memories have not forgotten him and that he will reunite with them one day.

The boy wants to explore new surroundings and decides to abandon his home with It to find the paradise using the traces his tribe left behind. However, with a heavily injured body and no sight of his elder comrades, what will become of the boy?

Fumetsu no Anata e illustrates the story of an immortal being experiencing humanity, meeting all types of people in many places throughout time.

[Written by MAL Rewrite]",8.35,417679,194,263.0,981162,16073,R - 17+ (violence & profanity),Manga,25 min per ep,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,https://cdn.myanimelist.net/images/anime/1880/118484l.jpg
37799,Tokyo Ghoul:re 2nd Season,Tokyo Ghoul:re 2nd Season,東京喰種トーキョーグール：re 第2期,12,2018,Finished Airing,"Oct 9, 2018 to Dec 25, 2018","Action, Fantasy, Horror, Suspense","Gore, Psychological, Urban Fantasy",Seinen,Studio Pierrot,"Marvelous Entertainment, Pierrot Plus, TC Entertainment, Shueisha","After the conclusion of the Tsukiyama Family Extermination Operation, the members of the Commission of Counter Ghouls (CCG) have grown exponentially in power and continue to pursue their goal of exterminating every ghoul in Japan. Having resigned from Quinx Squad, the now seemingly emotionless Haise Sasaki begins taking on more and more tasks from the CCG with no regard to the difficulty. Despite his vacant expressions, Ken Kaneki's memories are resurfacing in Haise, leaving him in a state of internal conflict. Meanwhile, his new coldhearted behavior is affecting the people around him. Quinx Squad are left in shambles, having to cope with the death of one of their members without the support of their former mentor.

Amidst this turmoil, both Quinx Squad and Haise must continue to fulfill their duties to the CCG, whether willingly or not. However, the presence of a mysterious group behind the CCG has been made known to Haise, and certain whispers of corruption have not gone unheard by the Quinx Squad as well.

[Written by MAL Rewrite]",6.47,578660,195,7622.0,973806,2959,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/37799/Tokyo_Ghoul_re_2nd_Season,https://cdn.myanimelist.net/images/anime/1545/121995l.jpg
10165,Nichijou,Nichijou - My Ordinary Life,日常,26,2011,Finished Airing,"Apr 3, 2011 to Sep 25, 2011",Comedy,"Gag Humor, School",Shounen,Kyoto Animation,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do","Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. 

[Written by MAL Rewrite]",8.47,397466,196,174.0,972244,25453,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/10165/Nichijou,https://cdn.myanimelist.net/images/anime/3/75617l.jpg
849,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,14,2006,Finished Airing,"Apr 3, 2006 to Jul 3, 2006","Award Winning, Comedy, Mystery, Sci-Fi",School,N/A,Kyoto Animation,"Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx","If a survey were conducted to see if people believed in aliens, time travelers, or maybe espers, most would say they do not; average high school student Kyon considers himself among the non-believers. However, on his first day of school, he meets a girl who soon turns his world upside down.

During class introductions, the beautiful Haruhi Suzumiya boldly announces her boredom with ""normal"" people and her intention of meeting supernatural beings. Dumbfounded, Kyon learns of her frustration with the lack of paranormal-focused clubs at their school and unwittingly inspires her to start her own club. She creates the Spreading Fun all Over the World with Haruhi Suzumiya Brigade, otherwise known as the SOS Brigade.

Following the SOS Brigade's founding, Haruhi manages to recruit Kyon and three other members: quiet bookworm Yuki Nagato, shy upperclassman Mikuru Asahina, and perpetually positive Itsuki Koizumi. Despite their normal appearance, the new members of the SOS Brigade each carry their own secrets related to Haruhi. Caught up in the mystery surrounding the eccentric club leader, Kyon is whisked away on a series of misadventures by Haruhi and the SOS Brigade, each one bringing him closer to the truth about who and what she is.

[Written by MAL Rewrite]",7.82,500607,197,1056.0,971746,15665,PG-13 - Teens 13 or older,Light novel,23 min per ep,https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu,https://cdn.myanimelist.net/images/anime/1470/137929l.jpg
20787,Black Bullet,Black Bullet,ブラック・ブレット　BLACK BULLET　［黒の銃弾］,13,2014,Finished Airing,"Apr 8, 2014 to Jul 1, 2014","Action, Mystery, Sci-Fi",N/A,N/A,"Kinema Citrus, Orange","Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan","In the year 2021, a parasitic virus known as ""Gastrea"" infects humans and turns them into monsters. What is left of mankind now lives within the Monolith walls, walls that are made of Varanium, the only material that can hurt Gastrea.

To counter the threat that the Gastrea pose, ""Cursed Children""—female children whose bodies contain trace amounts of the virus which grant them superhuman abilities—officially called Initiators by the Tendo Civil Security, are given partners called Promoters, people who work to guide and protect the young Initiators. These teams of two are sent out on missions to fight the monsters created by the Gastrea virus and keep them at bay. 

Black Bullet revolves around the team of Enju Aihara, an Initiator, and Satomi Rentaro, a Promoter, as they go on missions to fight the growing threat of Gastrea in their hometown of Tokyo.

[Written by MAL Rewrite]",7.07,505762,198,4260.0,962601,3838,R - 17+ (violence & profanity),Light novel,24 min per ep,https://myanimelist.net/anime/20787/Black_Bullet,https://cdn.myanimelist.net/images/anime/1292/94693l.jpg
33487,Masamune-kun no Revenge,Masamune-kun's Revenge,政宗くんのリベンジ,12,2017,Finished Airing,"Jan 5, 2017 to Mar 23, 2017","Comedy, Romance","Harem, School",Shounen,SILVER LINK.,"Sotsu, Lantis, AT-X, KlockWorx, BS Fuji, Tokyo MX, Ichijinsha, FuRyu, Crunchyroll SC Anime Fund","When Masamune Makabe was a child, he was rejected by a rich, beautiful girl named Aki Adagaki, who gave him the nickname ''Piggy'' for being overweight. Devastated, Masamune put great effort into working out to improve his appearance. Now a handsome yet narcissistic high school student, Masamune is determined to exact revenge—he will have Aki fall madly in love with him and ultimately reject her the next time they meet.

To his surprise, Masamune discovers he has transferred into Aki's school. Setting his plan into motion, Masamune first begins to form a relationship with the ''Brutal Princess'' but, despite his efforts, fails miserably at his initial attempts. Shockingly, when Masamune finally progresses towards his vengeance, he receives a mysterious letter addressing him by his old nickname. Unless Masamune discovers the sender's identity, his plan is doomed before it even starts!

[Written by MAL Rewrite]",6.75,560070,199,5887.0,962136,3481,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge,https://cdn.myanimelist.net/images/anime/12/83709l.jpg
15451,High School DxD New,High School DxD New,ハイスクールD×D NEW,12,2013,Finished Airing,"Jul 7, 2013 to Sep 22, 2013","Action, Comedy, Romance, Supernatural, Ecchi","Harem, Mythology, School",N/A,TNK,"Genco, Lantis, Media Factory, Movic, AT-X, Showgate, Q-Tec, Fujimi Shobo","The misadventures of Issei Hyoudou, high school pervert and aspiring Harem King, continue on in High School DxD New. As the members of the Occult Research Club carry out their regular activities, it becomes increasingly obvious that there is something wrong with their Knight, the usually composed and alert Yuuto Kiba. Soon, Issei learns of Kiba's dark, bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment, Kiba now seeks revenge on all those who wronged him.

With the return of an old enemy, as well as the appearance of two new, Holy Sword-wielding beauties, it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more.

[Written by MAL Rewrite]",7.46,620405,200,2240.0,961773,4553,R+ - Mild Nudity,Light novel,26 min per ep,https://myanimelist.net/anime/15451/High_School_DxD_New,https://cdn.myanimelist.net/images/anime/12/47729l.jpg
2251,Baccano!,Baccano!,バッカーノ！,13,2007,Finished Airing,"Jul 27, 2007 to Nov 2, 2007","Action, Mystery, Supernatural","Adult Cast, Historical, Organized Crime",N/A,Brain's Base,"Aniplex, Movic","During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.

Based on the award-winning light novels of the same name, Baccano! follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story—one of alchemy, survival, and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved.

[Written by MAL Rewrite]",8.35,396994,201,262.0,952298,23701,R - 17+ (violence & profanity),Light novel,24 min per ep,https://myanimelist.net/anime/2251/Baccano,https://cdn.myanimelist.net/images/anime/3/14547l.jpg
49926,Kimetsu no Yaiba: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,鬼滅の刃 無限列車編,7,2021,Finished Airing,"Oct 10, 2021 to Nov 28, 2021","Action, Supernatural",Historical,Shounen,ufotable,"Aniplex, Shueisha","A mysterious string of disappearances on a certain train has caught the attention of the Demon Slayer Corps, and they have sent one of their best to exterminate what can only be a demon responsible. However, the plan to board the Mugen Train is delayed by a lesser demon who is terrorizing the mechanics and targeting a kind, elderly woman and her granddaughter. Kyoujurou Rengoku, the Flame Hashira, must eliminate the threat before boarding the train.

Sent to assist the Hashira, Tanjirou Kamado, Inosuke Hashira, and Zenitsu Agatsuma enter the train prepared to fight. But their monstrous target already has a devious plan in store for them and the two hundred passengers: by delving deep into their consciousness, the demon intends to obliterate everyone in a stunning display of the power held by the Twelve Kizuki. 

[Written by MAL Rewrite]",8.34,577090,202,271.0,951592,4647,R - 17+ (violence & profanity),Manga,24 min per ep,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,https://cdn.myanimelist.net/images/anime/1065/118763l.jpg
36649,Banana Fish,Banana Fish,BANANA FISH,24,2018,Finished Airing,"Jul 6, 2018 to Dec 21, 2018","Action, Adventure, Drama, Suspense","Delinquents, Organized Crime, Psychological",Shoujo,MAPPA,"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan","Aslan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his own gang, Ash begins investigating the mysterious ""Banana Fish""—the same two words his older brother, Griffin, has muttered since his return from the Iraq War. However, his inquiries are hindered when Dino sends his men after Ash at an underground bar he uses as a hideout.

At the bar, Skip, Ash's friend, introduces him to Shunichi Ibe and his assistant, Eiji Okumura, who are Japanese photographers reporting on American street gangs. However, their conversation is interrupted when Shorter Wong, one of Ash's allies, calls to warn him about Dino. Soon, Dino's men storm the bar, and in the ensuing chaos kidnap Skip and Eiji. Now, Ash must find a way to rescue them and continue his investigation into Banana Fish, but will his history with the mafia prevent him from succeeding?

[Written by MAL Rewrite]",8.45,409299,203,183.0,950789,31889,R - 17+ (violence & profanity),Manga,22 min per ep,https://myanimelist.net/anime/36649/Banana_Fish,https://cdn.myanimelist.net/images/anime/1190/93472l.jpg
39195,Beastars,,BEASTARS,12,2019,Finished Airing,"Oct 10, 2019 to Dec 26, 2019","Drama, Suspense","Anthropomorphic, Psychological, School",Shounen,Orange,"Movic, Fuji TV, Bandai, TOHO, BS Fuji, TOHO animation, Q-Tec, Akita Shoten, Hakuhodo DY Media Partners, Bandai Spirits, Toho Music","In a civilized society of anthropomorphic animals, an uneasy tension exists between carnivores and herbivores. At Cherryton Academy, this mutual distrust peaks after a predation incident results in the death of Tem, an alpaca in the school's drama club. Tem's friend Legoshi, a grey wolf in the stage crew, has been an object of fear and suspicion for his whole life. In the immediate aftermath of the tragedy, he continues to lay low and hide his menacing traits, much to the disapproval of Louis, a red deer and the domineering star actor of the drama club.

When Louis sneaks into the auditorium to train Tem's replacement for an upcoming play, he assigns Legoshi to lookout duty. That very night, Legoshi has a fateful encounter with Haru, a white dwarf rabbit scorned by her peers. His growing feelings for Haru, complicated by his predatory instincts, force him to confront his own true nature, the circumstances surrounding the death of his friend, and the undercurrent of violence plaguing the world around him.

[Written by MAL Rewrite]",7.79,589502,204,1137.0,947129,10331,R - 17+ (violence & profanity),Manga,22 min per ep,https://myanimelist.net/anime/39195/Beastars,https://cdn.myanimelist.net/images/anime/1713/145599l.jpg
41457,86,86 Eighty-Six,86―エイティシックス―,11,2021,Finished Airing,"Apr 11, 2021 to Jun 20, 2021","Drama, Sci-Fi","Mecha, Military",N/A,A-1 Pictures,"Aniplex, Kadokawa, Bandai Spirits","According to the Republic of San Magnolia, their ongoing war against the Giadian Empire has no casualties—however, that is mere propaganda. While the silver-haired Alba of the Republic's eighty-five sectors live safely behind protective walls, those of different appearances are interned in a secret eighty-sixth faction. Known within the military as the Eighty-Six, they are forced to fight against the Empire's autonomous Legion under the command of the Republican ""Handlers.""

Vladilena Milizé is assigned to the Spearhead squadron to replace their previous Handler. Shunned by her peers for being a fellow Eighty-Six supporter, she continues to fight against their inhumane discrimination. Shinei Nouzen is the captain of the Spearhead squadron. Infamous for being the sole survivor of every squadron he's been in, he insists on shouldering the names and wishes of his fallen comrades. When the fates of these young souls from two different worlds collide, will it ignite the spark that lights their path to salvation, or will they burn themselves in the flames of despair?

[Written by MAL Rewrite]",8.34,495339,205,275.0,945908,26247,R - 17+ (violence & profanity),Light novel,23 min per ep,https://myanimelist.net/anime/41457/86,https://cdn.myanimelist.net/images/anime/1987/117507l.jpg
32995,Yuri!!! on Ice,Yuri!!! On Ice,ユーリ!!! on ICE,12,2016,Finished Airing,"Oct 6, 2016 to Dec 22, 2016","Award Winning, Sports",Performing Arts,N/A,MAPPA,"Dentsu, TV Asahi, Movic, Avex Pictures, CIC, Cygames","Reeling from his crushing defeat at the Grand Prix Finale, Yuuri Katsuki, once Japan's most promising figure skater, returns to his family home to assess his options for the future. At age 23, Yuuri's window for success in skating is closing rapidly, and his love of pork cutlets and aptitude for gaining weight are not helping either.

However, Yuuri finds himself in the spotlight when a video of him performing a routine previously executed by five-time world champion, Victor Nikiforov, suddenly goes viral. In fact, Victor himself abruptly appears at Yuuri's house and offers to be his mentor. As one of his biggest fans, Yuuri eagerly accepts, kicking off his journey to make it back onto the world stage. But the competition is fierce, as the rising star from Russia, Yuri Plisetsky, is relentlessly determined to defeat Yuuri and win back Victor's tutelage.

[Written by MAL Rewrite]",7.9,563499,206,894.0,944173,21415,PG-13 - Teens 13 or older,Original,23 min per ep,https://myanimelist.net/anime/32995/Yuri_on_Ice,https://cdn.myanimelist.net/images/anime/6/81149l.jpg
30484,Steins;Gate 0,Steins;Gate 0,シュタインズ・ゲート ゼロ,23,2018,Finished Airing,"Apr 12, 2018 to Sep 27, 2018","Drama, Sci-Fi, Suspense",Time Travel,N/A,White Fox,"Frontier Works, Movic, Kadokawa","The eccentric, self-proclaimed mad scientist Rintarou Okabe has become a shell of his former self. Depressed and traumatized after failing to rescue his friend Makise Kurisu, he has decided to forsake his mad scientist alter ego and live as an ordinary college student. Surrounded by friends who know little of his time travel experiences, Okabe spends his days trying to forget the horrors of his adventures alone. 

While working as a receptionist at a college technology forum, Okabe meets the short, spunky Maho Hiyajo, who 
later turns out to be the interpreter at the forum's presentation, conducted by Professor Alexis Leskinen. In front of a stunned crowd, Alexis and Maho unveil Amadeus—a revolutionary AI capable of storing a person's memories and creating a perfect simulation of that person complete with their personality and quirks. Meeting with Maho and Alexis after the presentation, Okabe learns that the two were Kurisu's colleagues in university, and that they have simulated her in Amadeus. Hired by Alexis to research the simulation's behavior, Okabe is given the chance to interact with the shadow of a long-lost dear friend. Dangerously tangled in the past, Okabe must face the harsh reality and carefully maneuver around the disastrous consequences that come with disturbing the natural flow of time.

[Written by MAL Rewrite]",8.55,467745,207,133.0,943794,12669,PG-13 - Teens 13 or older,Visual novel,23 min per ep,https://myanimelist.net/anime/30484/Steins_Gate_0,https://cdn.myanimelist.net/images/anime/1375/93521l.jpg
32867,Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,文豪ストレイドッグス,12,2016,Finished Airing,"Oct 6, 2016 to Dec 16, 2016","Action, Mystery","Adult Cast, Detective, Organized Crime, Super Power",Seinen,Bones,"Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Glovision, Lawson HMV Entertainment, Sony PCL, Kadokawa","Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai; the lowest ranking member, Sakunosuke Oda; and the intelligence agent, Ango Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends.

However, one night, Ango disappears. A photograph taken at the bar is all that is left of the three together.

Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.   

[Written by MAL Rewrite]",8.16,538956,208,491.0,943390,6852,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season,https://cdn.myanimelist.net/images/anime/1572/133096l.jpg
47,Akira,Akira,AKIRA（アキラ）,1,1988,Finished Airing,"Jul 16, 1988","Action, Horror, Sci-Fi","Gore, Military, Super Power",Seinen,Tokyo Movie Shinsha,"Mainichi Broadcasting System, Kodansha, Pioneer LDC, Bandai, TOHO, Sumitomo, Hakuhodo","Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""

During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.

[Written by MAL Rewrite]",8.16,557258,209,489.0,942984,14822,R+ - Mild Nudity,Manga,2 hr 4 min,https://myanimelist.net/anime/47/Akira,https://cdn.myanimelist.net/images/anime/1408/114012l.jpg
33674,No Game No Life: Zero,"No Game, No Life: Zero",ノーゲーム・ノーライフ ゼロ,1,2017,Finished Airing,"Jul 15, 2017","Drama, Fantasy, Romance",Isekai,N/A,Madhouse,"Frontier Works, Movic, AT-X, Kadokawa","In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the 16 sentient species, fighting to establish the One True God among the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets for the other Exceed, leaving the humans on the brink of extinction. 

One day, however, hope returns to humanity when Riku finds a powerful female Ex-Machina, whom he names Schwi, in an abandoned elf city. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings and is determined to understand the human heart. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives together against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard.

[Written by MAL Rewrite]",8.16,505386,210,487.0,940825,7965,PG-13 - Teens 13 or older,Light novel,1 hr 46 min,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero,https://cdn.myanimelist.net/images/anime/1085/90759l.jpg
24439,Kekkai Sensen,Blood Blockade Battlefront,血界戦線,12,2015,Finished Airing,"Apr 5, 2015 to Oct 4, 2015","Action, Fantasy","Super Power, Urban Fantasy, Vampire",Shounen,Bones,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha, Toy's Factory, Sony PCL","Supersonic monkeys, vampires, talking fishmen, and all sorts of different supernatural monsters living alongside humans—this has been part of daily life in Hellsalem's Lot, formerly known as New York City, for some time now. When a gateway between Earth and the Beyond opened three years ago, New Yorkers and creatures from the other dimension alike were trapped in an impenetrable bubble and were forced to live together. Libra is a secret organization composed of eccentrics and superhumans, tasked with keeping order in the city and making sure that chaos doesn't spread to the rest of the world.

Pursuing photography as a hobby, Leonardo Watch is living a normal life with his parents and sister. But when he obtains the ""All-seeing Eyes of the Gods"" at the expense of his sister's eyesight, he goes to Hellsalem's Lot in order to help her by finding answers about the mysterious powers he received. He soon runs into Libra, and when Leo unexpectedly joins their ranks, he gets more than what he bargained for. Kekkai Sensen follows Leo's misadventures in the strangest place on Earth with his equally strange comrades—as the ordinary boy unwittingly sees his life take a turn for the extraordinary.

[Written by MAL Rewrite]",7.59,411087,211,1717.0,937236,8336,R - 17+ (violence & profanity),Manga,26 min per ep,https://myanimelist.net/anime/24439/Kekkai_Sensen,https://cdn.myanimelist.net/images/anime/1449/142053l.jpg
38680,Fruits Basket 1st Season,Fruits Basket 1st Season,フルーツバスケット,25,2019,Finished Airing,"Apr 6, 2019 to Sep 21, 2019","Drama, Romance, Supernatural","Love Polygon, School",Shoujo,TMS Entertainment,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN","Tooru Honda has always been fascinated by the story of the Chinese zodiac that her beloved mother told her as a child. However, a sudden family tragedy changes her life, and subsequent circumstances leave her all alone. Tooru is now forced to live in a tent, but little does she know that her temporary home resides on the private property of the esteemed Souma family. Stumbling upon their home one day, she encounters Shigure, an older Souma cousin, and Yuki, the ""prince"" of her school. Tooru explains that she lives nearby, but the Soumas eventually discover her well-kept secret of being homeless when they see her walking back to her tent one night.

Things start to look up for Tooru as they kindly offer to take her in after hearing about her situation. But soon after, she is caught up in a fight between Yuki and his hot-tempered cousin, Kyou. While trying to stop them, she learns that the Souma family has a well-kept secret of their own: whenever they are hugged by a member of the opposite sex, they transform into the animals of the Chinese zodiac.

With this new revelation, Tooru will find that living with the Soumas is an unexpected adventure filled with laughter and romance.

[Written by MAL Rewrite]",8.21,443679,212,418.0,932636,17986,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season,https://cdn.myanimelist.net/images/anime/1447/99827l.jpg
25013,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,24,2014,Finished Airing,"Oct 7, 2014 to Mar 24, 2015","Adventure, Fantasy, Romance",N/A,Shoujo,Studio Pierrot,"VAP, Hakusensha, AT-X, Delfi Sound, Marvelous AQL, Tokyo MX, Age Global Networks, Docomo Anime Store, Top-Insight International","The kingdom of Kouka is blessed with a beautiful princess whose childlike innocence charms all who come across her. Named Yona, she has grown up sheltered in the royal palace, shielded from any danger that may befall her. However, all good things must come to an end.

Yona's perfect world comes crashing down when a heinous act of treason threatens to erase all that she holds dear, including her birthright as the princess of Kouka. Left with no one to trust but her childhood friend and loyal bodyguard Son Hak, she is forced to flee the palace. Faced with the perils of surviving in the wild with a target on her back, Yona realizes that her kingdom is no longer the safe haven it once was.

Free from the shackles of naivety, Yona vows to do everything in her power to become strong enough to crush her enemies. With Hak by her side, she must piece together the remains of an ancient legend that might be the key to reclaiming her kingdom from those who conspired to steal it from her.

[Written by MAL Rewrite]",8.04,448841,213,650.0,927827,17750,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/25013/Akatsuki_no_Yona,https://cdn.myanimelist.net/images/anime/9/64225l.jpg
16782,Kotonoha no Niwa,The Garden of Words,言の葉の庭,1,2013,Finished Airing,"May 31, 2013","Award Winning, Drama, Romance",Visual Arts,N/A,CoMix Wave Films,"The Answer Studio, TOHO animation","On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test.

[Written by MAL Rewrite]",7.85,551249,214,1001.0,923549,7252,PG-13 - Teens 13 or older,Original,46 min,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,https://cdn.myanimelist.net/images/anime/1597/112995l.jpg
34566,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations,BORUTO -NARUTO NEXT GENERATIONS-,293,2017,Finished Airing,"Apr 5, 2017 to Mar 26, 2023","Action, Adventure, Fantasy",Martial Arts,Shounen,Studio Pierrot,"TV Tokyo, Aniplex, Rakuonsha, Shueisha","Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja.

Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life.

New friends and familiar faces join Boruto as a new story begins.

[Written by MAL Rewrite]",5.98,472992,215,10554.0,922952,7428,PG-13 - Teens 13 or older,Manga,23 min per ep,https://myanimelist.net/anime/34566/Boruto__Naruto_Next_Generations,https://cdn.myanimelist.net/images/anime/1091/99847l.jpg
16894,Kuroko no Basket 2nd Season,Kuroko's Basketball 2,黒子のバスケ,25,2013,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Sports,"School, Team Sports",Shounen,Production I.G,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11","With the Interhigh Championship finally over, Seirin's basketball team refocuses their efforts, training harder than ever to get the chance to participate in the Winter Cup. Both Tetsuya Kuroko and Taiga Kagami see old friends walk back into their lives, providing a challenge both on and off the court.

As new skills are developed and new alliances created, enemies from various teams—giants of high school basketball such as Yousen, Shuutoku, and Touou—stand in the way of Seirin's steadfast attempts to get to the top. All of these schools prove to be formidable foes whose abilities progress exponentially, while Kuroko struggles to find a balance between his resolve to play as part of a team and his desire to win. 

With old wounds reopening, new challenges to face on the court, and a new set of foes—the ""Uncrowned Kings""—vowing to defeat the new hopefuls, will Seirin ever be able to achieve their dream of beating the Generation of Miracles?

[Written by MAL Rewrite]",8.2,582772,216,433.0,918848,4413,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season,https://cdn.myanimelist.net/images/anime/9/56155l.jpg
